in s,C1 in V
-2.69065E+00,-5.25913E-03
-2.69060E+00,-5.37046E-03
-2.69055E+00,-5.47593E-03
-2.69050E+00,-5.53452E-03
-2.69045E+00,-5.60630E-03
-2.69040E+00,-5.77769E-03
-2.69035E+00,-5.80991E-03
-2.69030E+00,-5.90366E-03
-2.69025E+00,-5.97690E-03
-2.69020E+00,-6.04282E-03
-2.69015E+00,-6.06626E-03
-2.69010E+00,-6.10435E-03
-2.69005E+00,-6.15122E-03
-2.69000E+00,-6.18784E-03
-2.68995E+00,-6.18784E-03
-2.68990E+00,-6.12485E-03
-2.68985E+00,-6.09263E-03
-2.68980E+00,-6.04868E-03
-2.68975E+00,-6.02817E-03
-2.68970E+00,-5.96372E-03
-2.68965E+00,-5.87290E-03
-2.68960E+00,-5.82603E-03
-2.68955E+00,-5.73960E-03
-2.68949E+00,-5.62974E-03
-2.68944E+00,-5.56675E-03
-2.68939E+00,-5.54624E-03
-2.68934E+00,-5.47300E-03
-2.68929E+00,-5.50522E-03
-2.68924E+00,-5.51987E-03
-2.68919E+00,-5.53452E-03
-2.68914E+00,-5.55063E-03
-2.68909E+00,-5.56968E-03
-2.68904E+00,-5.60483E-03
-2.68899E+00,-5.72788E-03
-2.68894E+00,-5.79966E-03
-2.68889E+00,-5.92710E-03
-2.68884E+00,-5.97104E-03
-2.68879E+00,-6.07212E-03
-2.68874E+00,-6.20542E-03
-2.68869E+00,-6.32407E-03
-2.68864E+00,-6.43247E-03
-2.68859E+00,-6.57749E-03
-2.68854E+00,-6.67710E-03
-2.68849E+00,-6.78696E-03
-2.68844E+00,-6.87632E-03
-2.68839E+00,-7.04624E-03
-2.68834E+00,-7.09165E-03
-2.68829E+00,-7.19419E-03
-2.68823E+00,-7.34946E-03
-2.68818E+00,-7.40513E-03
-2.68813E+00,-7.52524E-03
-2.68808E+00,-7.61606E-03
-2.68803E+00,-7.67905E-03
-2.68798E+00,-7.73179E-03
-2.68793E+00,-7.79917E-03
-2.68788E+00,-7.84897E-03
-2.68783E+00,-7.95298E-03
-2.68778E+00,-7.95737E-03
-2.68773E+00,-7.91636E-03
-2.68768E+00,-8.02036E-03
-2.68763E+00,-8.01890E-03
-2.68758E+00,-8.03647E-03
-2.68753E+00,-8.04673E-03
-2.68748E+00,-8.10093E-03
-2.68743E+00,-8.05259E-03
-2.68738E+00,-8.02769E-03
-2.68733E+00,-8.10679E-03
-2.68728E+00,-8.09067E-03
-2.68723E+00,-8.04380E-03
-2.68718E+00,-8.05552E-03
-2.68713E+00,-8.03647E-03
-2.68708E+00,-8.04819E-03
-2.68703E+00,-8.03794E-03
-2.68697E+00,-8.06870E-03
-2.68692E+00,-8.04380E-03
-2.68687E+00,-8.07603E-03
-2.68682E+00,-8.09507E-03
-2.68677E+00,-8.09067E-03
-2.68672E+00,-8.14487E-03
-2.68667E+00,-8.14487E-03
-2.68662E+00,-8.17856E-03
-2.68657E+00,-8.21958E-03
-2.68652E+00,-8.22251E-03
-2.68647E+00,-8.29429E-03
-2.68642E+00,-8.30015E-03
-2.68637E+00,-8.34263E-03
-2.68632E+00,-8.36753E-03
-2.68627E+00,-8.38950E-03
-2.68622E+00,-8.38804E-03
-2.68617E+00,-8.41587E-03
-2.68612E+00,-8.42466E-03
-2.68607E+00,-8.49204E-03
-2.68602E+00,-8.43931E-03
-2.68597E+00,-8.43491E-03
-2.68592E+00,-8.42173E-03
-2.68587E+00,-8.41587E-03
-2.68582E+00,-8.37485E-03
-2.68577E+00,-8.27671E-03
-2.68571E+00,-8.19321E-03
-2.68566E+00,-8.15513E-03
-2.68561E+00,-8.08774E-03
-2.68556E+00,-8.03354E-03
-2.68551E+00,-7.93833E-03
-2.68546E+00,-7.80210E-03
-2.68541E+00,-7.70103E-03
-2.68536E+00,-7.61167E-03
-2.68531E+00,-7.45640E-03
-2.68526E+00,-7.34360E-03
-2.68521E+00,-7.20151E-03
-2.68516E+00,-7.08286E-03
-2.68511E+00,-6.95249E-03
-2.68506E+00,-6.84556E-03
-2.68501E+00,-6.72104E-03
-2.68496E+00,-6.64487E-03
-2.68491E+00,-6.51157E-03
-2.68486E+00,-6.47056E-03
-2.68481E+00,-6.41929E-03
-2.68476E+00,-6.37827E-03
-2.68471E+00,-6.30796E-03
-2.68466E+00,-6.30649E-03
-2.68461E+00,-6.28159E-03
-2.68456E+00,-6.29771E-03
-2.68451E+00,-6.26401E-03
-2.68445E+00,-6.25522E-03
-2.68440E+00,-6.25815E-03
-2.68435E+00,-6.22446E-03
-2.68430E+00,-6.24937E-03
-2.68425E+00,-6.23179E-03
-2.68420E+00,-6.17466E-03
-2.68415E+00,-6.11753E-03
-2.68410E+00,-6.04722E-03
-2.68405E+00,-6.03989E-03
-2.68400E+00,-5.93735E-03
-2.68395E+00,-5.84067E-03
-2.68390E+00,-5.79966E-03
-2.68385E+00,-5.65610E-03
-2.68380E+00,-5.58872E-03
-2.68375E+00,-5.46567E-03
-2.68370E+00,-5.33677E-03
-2.68365E+00,-5.24741E-03
-2.68360E+00,-5.06724E-03
-2.68355E+00,-4.96616E-03
-2.68350E+00,-4.88120E-03
-2.68345E+00,-4.67319E-03
-2.68340E+00,-4.57798E-03
-2.68335E+00,-4.52085E-03
-2.68330E+00,-4.44028E-03
-2.68325E+00,-4.36411E-03
-2.68319E+00,-4.35679E-03
-2.68314E+00,-4.30259E-03
-2.68309E+00,-4.27036E-03
-2.68304E+00,-4.26890E-03
-2.68299E+00,-4.25425E-03
-2.68294E+00,-4.28354E-03
-2.68289E+00,-4.36118E-03
-2.68284E+00,-4.45200E-03
-2.68279E+00,-4.56333E-03
-2.68274E+00,-4.68491E-03
-2.68269E+00,-4.84751E-03
-2.68264E+00,-5.01011E-03
-2.68259E+00,-5.17124E-03
-2.68254E+00,-5.32798E-03
-2.68249E+00,-5.52573E-03
-2.68244E+00,-5.68540E-03
-2.68239E+00,-5.86118E-03
-2.68234E+00,-6.02378E-03
-2.68229E+00,-6.18491E-03
-2.68224E+00,-6.29185E-03
-2.68219E+00,-6.37974E-03
-2.68214E+00,-6.49692E-03
-2.68209E+00,-6.62144E-03
-2.68204E+00,-6.68735E-03
-2.68199E+00,-6.74888E-03
-2.68193E+00,-6.85142E-03
-2.68188E+00,-6.91587E-03
-2.68183E+00,-6.97007E-03
-2.68178E+00,-7.04185E-03
-2.68173E+00,-7.06382E-03
-2.68168E+00,-7.08579E-03
-2.68163E+00,-7.13999E-03
-2.68158E+00,-7.20591E-03
-2.68153E+00,-7.15757E-03
-2.68148E+00,-7.20591E-03
-2.68143E+00,-7.16782E-03
-2.68138E+00,-7.13413E-03
-2.68133E+00,-7.12534E-03
-2.68128E+00,-7.11069E-03
-2.68123E+00,-7.08286E-03
-2.68118E+00,-7.04771E-03
-2.68113E+00,-7.03599E-03
-2.68108E+00,-6.98911E-03
-2.68103E+00,-7.00083E-03
-2.68098E+00,-7.02427E-03
-2.68093E+00,-7.04624E-03
-2.68088E+00,-7.07114E-03
-2.68083E+00,-7.05796E-03
-2.68078E+00,-7.09458E-03
-2.68073E+00,-7.15464E-03
-2.68067E+00,-7.16636E-03
-2.68062E+00,-7.18979E-03
-2.68057E+00,-7.22495E-03
-2.68052E+00,-7.24985E-03
-2.68047E+00,-7.24399E-03
-2.68042E+00,-7.29673E-03
-2.68037E+00,-7.31577E-03
-2.68032E+00,-7.34507E-03
-2.68027E+00,-7.34067E-03
-2.68022E+00,-7.37144E-03
-2.68017E+00,-7.40220E-03
-2.68012E+00,-7.38462E-03
-2.68007E+00,-7.39194E-03
-2.68002E+00,-7.34214E-03
-2.67997E+00,-7.40513E-03
-2.67992E+00,-7.39927E-03
-2.67987E+00,-7.43296E-03
-2.67982E+00,-7.44028E-03
-2.67977E+00,-7.44321E-03
-2.67972E+00,-7.45933E-03
-2.67967E+00,-7.50620E-03
-2.67962E+00,-7.49302E-03
-2.67957E+00,-7.47397E-03
-2.67952E+00,-7.50327E-03
-2.67947E+00,-7.40659E-03
-2.67941E+00,-7.36851E-03
-2.67936E+00,-7.30405E-03
-2.67931E+00,-7.24839E-03
-2.67926E+00,-7.17368E-03
-2.67921E+00,-7.04478E-03
-2.67916E+00,-6.98472E-03
-2.67911E+00,-6.93491E-03
-2.67906E+00,-6.85874E-03
-2.67901E+00,-6.84116E-03
-2.67896E+00,-6.76353E-03
-2.67891E+00,-6.72397E-03
-2.67886E+00,-6.69907E-03
-2.67881E+00,-6.74595E-03
-2.67876E+00,-6.74448E-03
-2.67871E+00,-6.71665E-03
-2.67866E+00,-6.75181E-03
-2.67861E+00,-6.82212E-03
-2.67856E+00,-6.85874E-03
-2.67851E+00,-6.85874E-03
-2.67846E+00,-6.91294E-03
-2.67841E+00,-6.92026E-03
-2.67836E+00,-6.91001E-03
-2.67831E+00,-7.01108E-03
-2.67826E+00,-7.00962E-03
-2.67821E+00,-7.06528E-03
-2.67815E+00,-7.04038E-03
-2.67810E+00,-7.05210E-03
-2.67805E+00,-7.01108E-03
-2.67800E+00,-7.00229E-03
-2.67795E+00,-6.92466E-03
-2.67790E+00,-6.96128E-03
-2.67785E+00,-6.90708E-03
-2.67780E+00,-6.86167E-03
-2.67775E+00,-6.79868E-03
-2.67770E+00,-6.69614E-03
-2.67765E+00,-6.62144E-03
-2.67760E+00,-6.53501E-03
-2.67755E+00,-6.40610E-03
-2.67750E+00,-6.33286E-03
-2.67745E+00,-6.29917E-03
-2.67740E+00,-6.16733E-03
-2.67735E+00,-6.06333E-03
-2.67730E+00,-5.96812E-03
-2.67725E+00,-5.88315E-03
-2.67720E+00,-5.83481E-03
-2.67715E+00,-5.83188E-03
-2.67710E+00,-5.78794E-03
-2.67705E+00,-5.73228E-03
-2.67700E+00,-5.74253E-03
-2.67695E+00,-5.72935E-03
-2.67689E+00,-5.79526E-03
-2.67684E+00,-5.84946E-03
-2.67679E+00,-5.95640E-03
-2.67674E+00,-5.96958E-03
-2.67669E+00,-6.06333E-03
-2.67664E+00,-6.19517E-03
-2.67659E+00,-6.36509E-03
-2.67654E+00,-6.39585E-03
-2.67649E+00,-6.49106E-03
-2.67644E+00,-6.61704E-03
-2.67639E+00,-6.73569E-03
-2.67634E+00,-6.77671E-03
-2.67629E+00,-6.89243E-03
-2.67624E+00,-6.96567E-03
-2.67619E+00,-7.05356E-03
-2.67614E+00,-7.09604E-03
-2.67609E+00,-7.17515E-03
-2.67604E+00,-7.21030E-03
-2.67599E+00,-7.22642E-03
-2.67594E+00,-7.18979E-03
-2.67589E+00,-7.17954E-03
-2.67584E+00,-7.12241E-03
-2.67579E+00,-7.09751E-03
-2.67574E+00,-7.00669E-03
-2.67569E+00,-6.87046E-03
-2.67563E+00,-6.82798E-03
-2.67558E+00,-6.71665E-03
-2.67553E+00,-6.57310E-03
-2.67548E+00,-6.34751E-03
-2.67543E+00,-6.18784E-03
-2.67538E+00,-6.13364E-03
-2.67533E+00,-5.97104E-03
-2.67528E+00,-5.81284E-03
-2.67523E+00,-5.72349E-03
-2.67518E+00,-5.64146E-03
-2.67513E+00,-5.58140E-03
-2.67508E+00,-5.55210E-03
-2.67503E+00,-5.56382E-03
-2.67498E+00,-5.54185E-03
-2.67493E+00,-5.61948E-03
-2.67488E+00,-5.65757E-03
-2.67483E+00,-5.76597E-03
-2.67478E+00,-5.79526E-03
-2.67473E+00,-5.91685E-03
-2.67468E+00,-6.06626E-03
-2.67463E+00,-6.22886E-03
-2.67458E+00,-6.34165E-03
-2.67453E+00,-6.47349E-03
-2.67448E+00,-6.56870E-03
-2.67443E+00,-6.66392E-03
-2.67437E+00,-6.83384E-03
-2.67432E+00,-6.94370E-03
-2.67427E+00,-7.04917E-03
-2.67422E+00,-7.12095E-03
-2.67417E+00,-7.21030E-03
-2.67412E+00,-7.27183E-03
-2.67407E+00,-7.34946E-03
-2.67402E+00,-7.34360E-03
-2.67397E+00,-7.36851E-03
-2.67392E+00,-7.41685E-03
-2.67387E+00,-7.51206E-03
-2.67382E+00,-7.49302E-03
-2.67377E+00,-7.49741E-03
-2.67372E+00,-7.51353E-03
-2.67367E+00,-7.47251E-03
-2.67362E+00,-7.42417E-03
-2.67357E+00,-7.32017E-03
-2.67352E+00,-7.23813E-03
-2.67347E+00,-7.12974E-03
-2.67342E+00,-6.94956E-03
-2.67337E+00,-6.84409E-03
-2.67332E+00,-6.62583E-03
-2.67327E+00,-6.45884E-03
-2.67322E+00,-6.31235E-03
-2.67317E+00,-6.19224E-03
-2.67311E+00,-6.08530E-03
-2.67306E+00,-6.02671E-03
-2.67301E+00,-5.91831E-03
-2.67296E+00,-5.85972E-03
-2.67291E+00,-5.88169E-03
-2.67286E+00,-5.86704E-03
-2.67281E+00,-5.85386E-03
-2.67276E+00,-5.94761E-03
-2.67271E+00,-5.96812E-03
-2.67266E+00,-5.99741E-03
-2.67261E+00,-6.07358E-03
-2.67256E+00,-6.19077E-03
-2.67251E+00,-6.26694E-03
-2.67246E+00,-6.31382E-03
-2.67241E+00,-6.35337E-03
-2.67236E+00,-6.41196E-03
-2.67231E+00,-6.46616E-03
-2.67226E+00,-6.57017E-03
-2.67221E+00,-6.58188E-03
-2.67216E+00,-6.60093E-03
-2.67211E+00,-6.65659E-03
-2.67206E+00,-6.69028E-03
-2.67201E+00,-6.66245E-03
-2.67196E+00,-6.64927E-03
-2.67191E+00,-6.63315E-03
-2.67185E+00,-6.56724E-03
-2.67180E+00,-6.45444E-03
-2.67175E+00,-6.36655E-03
-2.67170E+00,-6.22300E-03
-2.67165E+00,-6.10435E-03
-2.67160E+00,-5.94614E-03
-2.67155E+00,-5.73374E-03
-2.67150E+00,-5.52720E-03
-2.67145E+00,-5.32651E-03
-2.67140E+00,-5.08628E-03
-2.67135E+00,-4.85337E-03
-2.67130E+00,-4.62485E-03
-2.67125E+00,-4.39634E-03
-2.67120E+00,-4.21323E-03
-2.67115E+00,-4.03745E-03
-2.67110E+00,-3.91147E-03
-2.67105E+00,-3.84116E-03
-2.67100E+00,-3.75034E-03
-2.67095E+00,-3.73276E-03
-2.67090E+00,-3.75181E-03
-2.67085E+00,-3.82358E-03
-2.67080E+00,-3.93052E-03
-2.67075E+00,-4.04624E-03
-2.67070E+00,-4.20005E-03
-2.67065E+00,-4.35093E-03
-2.67059E+00,-4.49595E-03
-2.67054E+00,-4.58970E-03
-2.67049E+00,-4.76108E-03
-2.67044E+00,-4.92368E-03
-2.67039E+00,-5.07749E-03
-2.67034E+00,-5.26060E-03
-2.67029E+00,-5.39683E-03
-2.67024E+00,-5.47300E-03
-2.67019E+00,-5.56821E-03
-2.67014E+00,-5.62095E-03
-2.67009E+00,-5.70005E-03
-2.67004E+00,-5.77915E-03
-2.66999E+00,-5.84214E-03
-2.66994E+00,-5.80991E-03
-2.66989E+00,-5.82017E-03
-2.66984E+00,-5.76011E-03
-2.66979E+00,-5.67222E-03
-2.66974E+00,-5.59604E-03
-2.66969E+00,-5.51255E-03
-2.66964E+00,-5.43198E-03
-2.66959E+00,-5.32651E-03
-2.66954E+00,-5.19761E-03
-2.66949E+00,-5.07896E-03
-2.66944E+00,-4.99399E-03
-2.66939E+00,-4.87534E-03
-2.66933E+00,-4.74790E-03
-2.66928E+00,-4.66587E-03
-2.66923E+00,-4.61606E-03
-2.66918E+00,-4.57065E-03
-2.66913E+00,-4.55015E-03
-2.66908E+00,-4.58970E-03
-2.66903E+00,-4.65122E-03
-2.66898E+00,-4.73325E-03
-2.66893E+00,-4.85044E-03
-2.66888E+00,-4.96177E-03
-2.66883E+00,-5.09067E-03
-2.66878E+00,-5.21665E-03
-2.66873E+00,-5.39829E-03
-2.66868E+00,-5.56821E-03
-2.66863E+00,-5.69272E-03
-2.66858E+00,-5.84067E-03
-2.66853E+00,-5.98423E-03
-2.66848E+00,-6.08823E-03
-2.66843E+00,-6.21860E-03
-2.66838E+00,-6.33726E-03
-2.66833E+00,-6.43979E-03
-2.66828E+00,-6.46323E-03
-2.66823E+00,-6.56284E-03
-2.66818E+00,-6.60386E-03
-2.66813E+00,-6.64487E-03
-2.66807E+00,-6.74009E-03
-2.66802E+00,-6.79575E-03
-2.66797E+00,-6.83384E-03
-2.66792E+00,-6.91733E-03
-2.66787E+00,-7.02427E-03
-2.66782E+00,-7.03013E-03
-2.66777E+00,-7.03013E-03
-2.66772E+00,-7.01987E-03
-2.66767E+00,-7.06821E-03
-2.66762E+00,-6.99351E-03
-2.66757E+00,-6.97739E-03
-2.66752E+00,-6.93638E-03
-2.66747E+00,-6.84409E-03
-2.66742E+00,-6.75181E-03
-2.66737E+00,-6.69321E-03
-2.66732E+00,-6.63315E-03
-2.66727E+00,-6.56724E-03
-2.66722E+00,-6.47349E-03
-2.66717E+00,-6.41929E-03
-2.66712E+00,-6.37534E-03
-2.66707E+00,-6.36069E-03
-2.66702E+00,-6.32700E-03
-2.66697E+00,-6.39585E-03
-2.66692E+00,-6.44126E-03
-2.66687E+00,-6.47495E-03
-2.66681E+00,-6.52329E-03
-2.66676E+00,-6.59360E-03
-2.66671E+00,-6.65806E-03
-2.66666E+00,-6.74155E-03
-2.66661E+00,-6.78550E-03
-2.66656E+00,-6.84116E-03
-2.66651E+00,-6.92905E-03
-2.66646E+00,-6.98032E-03
-2.66641E+00,-7.04478E-03
-2.66636E+00,-7.09019E-03
-2.66631E+00,-7.11655E-03
-2.66626E+00,-7.17954E-03
-2.66621E+00,-7.22935E-03
-2.66616E+00,-7.26597E-03
-2.66611E+00,-7.24985E-03
-2.66606E+00,-7.24546E-03
-2.66601E+00,-7.27915E-03
-2.66596E+00,-7.30112E-03
-2.66591E+00,-7.21177E-03
-2.66586E+00,-7.22935E-03
-2.66581E+00,-7.18540E-03
-2.66576E+00,-7.09019E-03
-2.66571E+00,-6.98911E-03
-2.66566E+00,-6.82944E-03
-2.66561E+00,-6.69028E-03
-2.66555E+00,-6.48521E-03
-2.66550E+00,-6.26108E-03
-2.66545E+00,-6.01353E-03
-2.66540E+00,-5.72788E-03
-2.66535E+00,-5.48325E-03
-2.66530E+00,-5.24009E-03
-2.66525E+00,-5.01743E-03
-2.66520E+00,-4.79771E-03
-2.66515E+00,-4.59263E-03
-2.66510E+00,-4.43003E-03
-2.66505E+00,-4.31870E-03
-2.66500E+00,-4.18979E-03
-2.66495E+00,-4.12827E-03
-2.66490E+00,-4.15317E-03
-2.66485E+00,-4.16636E-03
-2.66480E+00,-4.22349E-03
-2.66475E+00,-4.30112E-03
-2.66470E+00,-4.44468E-03
-2.66465E+00,-4.54575E-03
-2.66460E+00,-4.70542E-03
-2.66455E+00,-4.85630E-03
-2.66450E+00,-5.03062E-03
-2.66445E+00,-5.16099E-03
-2.66440E+00,-5.35581E-03
-2.66435E+00,-5.49351E-03
-2.66429E+00,-5.65024E-03
-2.66424E+00,-5.79819E-03
-2.66419E+00,-5.94761E-03
-2.66414E+00,-6.09556E-03
-2.66409E+00,-6.18784E-03
-2.66404E+00,-6.33726E-03
-2.66399E+00,-6.41929E-03
-2.66394E+00,-6.47202E-03
-2.66389E+00,-6.53794E-03
-2.66384E+00,-6.62437E-03
-2.66379E+00,-6.69175E-03
-2.66374E+00,-6.73276E-03
-2.66369E+00,-6.75620E-03
-2.66364E+00,-6.77085E-03
-2.66359E+00,-6.78843E-03
-2.66354E+00,-6.75913E-03
-2.66349E+00,-6.78257E-03
-2.66344E+00,-6.81626E-03
-2.66339E+00,-6.73130E-03
-2.66334E+00,-6.72837E-03
-2.66329E+00,-6.70640E-03
-2.66324E+00,-6.70786E-03
-2.66319E+00,-6.70054E-03
-2.66314E+00,-6.63169E-03
-2.66309E+00,-6.59800E-03
-2.66303E+00,-6.59360E-03
-2.66298E+00,-6.55991E-03
-2.66293E+00,-6.60093E-03
-2.66288E+00,-6.62876E-03
-2.66283E+00,-6.66245E-03
-2.66278E+00,-6.66978E-03
-2.66273E+00,-6.66685E-03
-2.66268E+00,-6.67271E-03
-2.66263E+00,-6.68442E-03
-2.66258E+00,-6.63315E-03
-2.66253E+00,-6.64341E-03
-2.66248E+00,-6.57163E-03
-2.66243E+00,-6.50132E-03
-2.66238E+00,-6.48374E-03
-2.66233E+00,-6.41489E-03
-2.66228E+00,-6.34897E-03
-2.66223E+00,-6.28159E-03
-2.66218E+00,-6.24204E-03
-2.66213E+00,-6.24644E-03
-2.66208E+00,-6.18491E-03
-2.66203E+00,-6.19370E-03
-2.66198E+00,-6.16001E-03
-2.66193E+00,-6.14976E-03
-2.66188E+00,-6.23032E-03
-2.66183E+00,-6.21714E-03
-2.66177E+00,-6.24204E-03
-2.66172E+00,-6.29917E-03
-2.66167E+00,-6.30649E-03
-2.66162E+00,-6.31968E-03
-2.66157E+00,-6.31528E-03
-2.66152E+00,-6.25669E-03
-2.66147E+00,-6.27720E-03
-2.66142E+00,-6.25815E-03
-2.66137E+00,-6.12192E-03
-2.66132E+00,-6.08970E-03
-2.66127E+00,-5.91831E-03
-2.66122E+00,-5.85532E-03
-2.66117E+00,-5.70737E-03
-2.66112E+00,-5.62534E-03
-2.66107E+00,-5.54478E-03
-2.66102E+00,-5.36753E-03
-2.66097E+00,-5.25620E-03
-2.66092E+00,-5.16538E-03
-2.66087E+00,-5.05259E-03
-2.66082E+00,-4.95884E-03
-2.66077E+00,-4.92661E-03
-2.66072E+00,-4.88267E-03
-2.66067E+00,-4.85630E-03
-2.66062E+00,-4.83140E-03
-2.66057E+00,-4.78306E-03
-2.66051E+00,-4.76255E-03
-2.66046E+00,-4.86509E-03
-2.66041E+00,-4.85923E-03
-2.66036E+00,-4.89292E-03
-2.66031E+00,-4.96909E-03
-2.66026E+00,-4.95737E-03
-2.66021E+00,-4.94712E-03
-2.66016E+00,-4.98228E-03
-2.66011E+00,-4.95298E-03
-2.66006E+00,-4.96177E-03
-2.66001E+00,-4.93833E-03
-2.65996E+00,-4.89438E-03
-2.65991E+00,-4.83726E-03
-2.65986E+00,-4.68638E-03
-2.65981E+00,-4.60142E-03
-2.65976E+00,-4.49741E-03
-2.65971E+00,-4.36558E-03
-2.65966E+00,-4.19858E-03
-2.65961E+00,-3.98032E-03
-2.65956E+00,-3.75620E-03
-2.65951E+00,-3.55405E-03
-2.65946E+00,-3.32261E-03
-2.65941E+00,-3.15269E-03
-2.65936E+00,-2.94468E-03
-2.65931E+00,-2.77622E-03
-2.65925E+00,-2.56968E-03
-2.65920E+00,-2.42759E-03
-2.65915E+00,-2.28257E-03
-2.65910E+00,-2.15952E-03
-2.65905E+00,-2.16685E-03
-2.65900E+00,-2.08335E-03
-2.65895E+00,-2.10532E-03
-2.65890E+00,-2.14341E-03
-2.65885E+00,-2.15513E-03
-2.65880E+00,-2.27085E-03
-2.65875E+00,-2.43198E-03
-2.65870E+00,-2.58726E-03
-2.65865E+00,-2.75718E-03
-2.65860E+00,-2.96079E-03
-2.65855E+00,-3.19077E-03
-2.65850E+00,-3.39292E-03
-2.65845E+00,-3.65952E-03
-2.65840E+00,-3.84409E-03
-2.65835E+00,-4.10630E-03
-2.65830E+00,-4.40073E-03
-2.65825E+00,-4.59263E-03
-2.65820E+00,-4.84751E-03
-2.65815E+00,-4.99839E-03
-2.65810E+00,-5.16245E-03
-2.65805E+00,-5.34702E-03
-2.65799E+00,-5.46567E-03
-2.65794E+00,-5.67808E-03
-2.65789E+00,-5.78501E-03
-2.65784E+00,-5.88755E-03
-2.65779E+00,-6.03550E-03
-2.65774E+00,-6.09263E-03
-2.65769E+00,-6.19077E-03
-2.65764E+00,-6.23472E-03
-2.65759E+00,-6.34165E-03
-2.65754E+00,-6.37241E-03
-2.65749E+00,-6.45591E-03
-2.65744E+00,-6.49253E-03
-2.65739E+00,-6.53354E-03
-2.65734E+00,-6.53501E-03
-2.65729E+00,-6.59067E-03
-2.65724E+00,-6.56431E-03
-2.65719E+00,-6.55552E-03
-2.65714E+00,-6.59067E-03
-2.65709E+00,-6.58335E-03
-2.65704E+00,-6.59507E-03
-2.65699E+00,-6.63169E-03
-2.65694E+00,-6.67563E-03
-2.65689E+00,-6.68149E-03
-2.65684E+00,-6.73716E-03
-2.65679E+00,-6.78403E-03
-2.65673E+00,-6.78989E-03
-2.65668E+00,-6.84849E-03
-2.65663E+00,-6.87046E-03
-2.65658E+00,-6.88071E-03
-2.65653E+00,-6.92612E-03
-2.65648E+00,-6.90854E-03
-2.65643E+00,-6.91587E-03
-2.65638E+00,-6.88950E-03
-2.65633E+00,-6.83237E-03
-2.65628E+00,-6.71372E-03
-2.65623E+00,-6.69468E-03
-2.65618E+00,-6.64634E-03
-2.65613E+00,-6.52622E-03
-2.65608E+00,-6.47056E-03
-2.65603E+00,-6.48374E-03
-2.65598E+00,-6.45444E-03
-2.65593E+00,-6.36655E-03
-2.65588E+00,-6.37241E-03
-2.65583E+00,-6.41636E-03
-2.65578E+00,-6.37241E-03
-2.65573E+00,-6.42075E-03
-2.65568E+00,-6.46030E-03
-2.65563E+00,-6.52476E-03
-2.65558E+00,-6.58335E-03
-2.65553E+00,-6.59946E-03
-2.65547E+00,-6.67856E-03
-2.65542E+00,-6.74155E-03
-2.65537E+00,-6.74741E-03
-2.65532E+00,-6.72837E-03
-2.65527E+00,-6.71372E-03
-2.65522E+00,-6.63462E-03
-2.65517E+00,-6.53940E-03
-2.65512E+00,-6.45298E-03
-2.65507E+00,-6.36802E-03
-2.65502E+00,-6.23618E-03
-2.65497E+00,-6.12778E-03
-2.65492E+00,-5.97251E-03
-2.65487E+00,-5.81284E-03
-2.65482E+00,-5.67368E-03
-2.65477E+00,-5.62095E-03
-2.65472E+00,-5.52866E-03
-2.65467E+00,-5.43784E-03
-2.65462E+00,-5.42466E-03
-2.65457E+00,-5.40854E-03
-2.65452E+00,-5.36606E-03
-2.65447E+00,-5.37339E-03
-2.65442E+00,-5.38657E-03
-2.65437E+00,-5.47300E-03
-2.65432E+00,-5.47886E-03
-2.65427E+00,-5.49644E-03
-2.65421E+00,-5.52427E-03
-2.65416E+00,-5.60044E-03
-2.65411E+00,-5.61655E-03
-2.65406E+00,-5.71909E-03
-2.65401E+00,-5.68247E-03
-2.65396E+00,-5.72056E-03
-2.65391E+00,-5.71323E-03
-2.65386E+00,-5.67222E-03
-2.65381E+00,-5.71616E-03
-2.65376E+00,-5.67075E-03
-2.65371E+00,-5.61216E-03
-2.65366E+00,-5.52573E-03
-2.65361E+00,-5.47007E-03
-2.65356E+00,-5.30894E-03
-2.65351E+00,-5.16978E-03
-2.65346E+00,-5.02036E-03
-2.65341E+00,-4.90317E-03
-2.65336E+00,-4.69224E-03
-2.65331E+00,-4.51792E-03
-2.65326E+00,-4.31431E-03
-2.65321E+00,-4.13560E-03
-2.65316E+00,-3.95981E-03
-2.65311E+00,-3.78550E-03
-2.65306E+00,-3.56577E-03
-2.65301E+00,-3.42515E-03
-2.65295E+00,-3.27427E-03
-2.65290E+00,-3.14390E-03
-2.65285E+00,-3.06187E-03
-2.65280E+00,-3.05161E-03
-2.65275E+00,-3.02085E-03
-2.65270E+00,-2.96812E-03
-2.65265E+00,-3.01646E-03
-2.65260E+00,-3.12778E-03
-2.65255E+00,-3.18491E-03
-2.65250E+00,-3.26987E-03
-2.65245E+00,-3.41050E-03
-2.65240E+00,-3.57749E-03
-2.65235E+00,-3.72544E-03
-2.65230E+00,-3.91001E-03
-2.65225E+00,-4.06675E-03
-2.65220E+00,-4.18833E-03
-2.65215E+00,-4.34800E-03
-2.65210E+00,-4.50913E-03
-2.65205E+00,-4.66001E-03
-2.65200E+00,-4.73911E-03
-2.65195E+00,-4.88853E-03
-2.65190E+00,-4.98960E-03
-2.65185E+00,-5.09946E-03
-2.65180E+00,-5.14780E-03
-2.65175E+00,-5.26060E-03
-2.65169E+00,-5.30747E-03
-2.65164E+00,-5.35435E-03
-2.65159E+00,-5.39536E-03
-2.65154E+00,-5.41733E-03
