in s,C1 in V
3.17420E-01,2.80630E-03
3.17470E-01,2.84731E-03
3.17520E-01,2.87075E-03
3.17571E-01,2.91616E-03
3.17621E-01,2.91909E-03
3.17672E-01,2.84438E-03
3.17722E-01,2.85610E-03
3.17772E-01,2.82974E-03
3.17823E-01,2.69644E-03
3.17873E-01,2.58511E-03
3.17924E-01,2.42397E-03
3.17974E-01,2.24966E-03
3.18024E-01,2.04604E-03
3.18075E-01,1.74136E-03
3.18125E-01,1.56265E-03
3.18176E-01,1.34438E-03
3.18226E-01,1.10122E-03
3.18276E-01,8.85889E-04
3.18327E-01,6.91064E-04
3.18377E-01,5.43115E-04
3.18428E-01,4.15674E-04
3.18478E-01,2.72119E-04
3.18528E-01,2.12061E-04
3.18579E-01,1.66650E-04
3.18629E-01,2.41357E-04
3.18680E-01,2.42822E-04
3.18730E-01,2.92627E-04
3.18780E-01,3.68799E-04
3.18831E-01,4.40576E-04
3.18881E-01,5.87061E-04
3.18932E-01,6.99854E-04
3.18982E-01,7.56982E-04
3.19032E-01,8.77100E-04
3.19083E-01,9.28369E-04
3.19133E-01,1.03091E-03
3.19184E-01,1.12173E-03
3.19234E-01,1.18179E-03
3.19284E-01,1.20522E-03
3.19335E-01,1.21401E-03
3.19385E-01,1.21841E-03
3.19436E-01,1.15249E-03
3.19486E-01,1.10122E-03
3.19536E-01,1.03237E-03
3.19587E-01,8.84424E-04
3.19637E-01,7.58447E-04
3.19688E-01,5.68018E-04
3.19738E-01,3.64404E-04
3.19788E-01,1.52002E-04
3.19839E-01,-7.94434E-05
3.19889E-01,-3.18213E-04
3.19940E-01,-5.32080E-04
3.19990E-01,-7.44482E-04
3.20040E-01,-9.08545E-04
3.20091E-01,-1.08872E-03
3.20141E-01,-1.25718E-03
3.20192E-01,-1.34800E-03
3.20242E-01,-1.41978E-03
3.20292E-01,-1.41099E-03
3.20343E-01,-1.34360E-03
3.20393E-01,-1.27476E-03
3.20444E-01,-1.19712E-03
3.20494E-01,-1.02134E-03
3.20544E-01,-8.07471E-04
3.20595E-01,-5.52588E-04
3.20645E-01,-3.09424E-04
3.20696E-01,-7.79785E-05
3.20746E-01,1.78369E-04
3.20796E-01,4.44971E-04
3.20847E-01,6.72021E-04
3.20897E-01,8.69775E-04
3.20948E-01,1.05142E-03
3.20998E-01,1.21987E-03
3.21048E-01,1.36636E-03
3.21099E-01,1.49966E-03
3.21149E-01,1.54653E-03
3.21200E-01,1.61245E-03
3.21250E-01,1.70474E-03
3.21300E-01,1.73843E-03
3.21351E-01,1.86587E-03
3.21401E-01,1.91567E-03
3.21452E-01,1.92886E-03
3.21502E-01,2.03579E-03
3.21552E-01,2.08267E-03
3.21603E-01,2.13247E-03
3.21653E-01,2.19253E-03
3.21704E-01,2.22622E-03
3.21754E-01,2.27896E-03
3.21804E-01,2.21011E-03
3.21855E-01,2.24673E-03
3.21905E-01,2.17935E-03
3.21956E-01,2.11196E-03
3.22006E-01,2.12075E-03
3.22056E-01,2.09146E-03
3.22107E-01,2.00796E-03
3.22157E-01,1.92153E-03
3.22208E-01,1.87759E-03
3.22258E-01,1.79995E-03
3.22308E-01,1.77798E-03
3.22359E-01,1.75894E-03
3.22409E-01,1.80728E-03
3.22460E-01,1.77505E-03
3.22510E-01,1.81167E-03
3.22560E-01,1.88198E-03
3.22611E-01,1.86733E-03
3.22661E-01,1.97280E-03
3.22712E-01,2.01089E-03
3.22762E-01,2.06509E-03
3.22812E-01,2.09146E-03
3.22863E-01,2.12954E-03
3.22913E-01,2.19839E-03
3.22964E-01,2.20571E-03
3.23014E-01,2.23647E-03
3.23064E-01,2.26138E-03
3.23115E-01,2.26431E-03
3.23165E-01,2.28921E-03
3.23216E-01,2.31558E-03
3.23266E-01,2.32144E-03
3.23316E-01,2.28481E-03
3.23367E-01,2.31558E-03
3.23417E-01,2.31558E-03
3.23468E-01,2.25991E-03
3.23518E-01,2.23208E-03
3.23568E-01,2.12368E-03
3.23619E-01,1.90103E-03
3.23669E-01,1.72231E-03
3.23720E-01,1.47476E-03
3.23770E-01,1.16421E-03
3.23820E-01,8.49268E-04
3.23871E-01,4.87451E-04
3.23921E-01,6.70410E-05
3.23972E-01,-3.62158E-04
3.24022E-01,-8.19189E-04
3.24072E-01,-1.33628E-03
3.24123E-01,-1.81528E-03
3.24173E-01,-2.23276E-03
3.24224E-01,-2.69565E-03
3.24274E-01,-3.01792E-03
3.24324E-01,-3.36655E-03
3.24375E-01,-3.72690E-03
3.24425E-01,-4.01548E-03
3.24476E-01,-4.23667E-03
3.24526E-01,-4.37290E-03
3.24576E-01,-4.44614E-03
3.24627E-01,-4.44907E-03
3.24677E-01,-4.41538E-03
3.24728E-01,-4.30552E-03
3.24778E-01,-4.13706E-03
3.24828E-01,-3.95396E-03
3.24879E-01,-3.73276E-03
3.24929E-01,-3.43979E-03
3.24980E-01,-3.14976E-03
3.25030E-01,-2.83481E-03
3.25080E-01,-2.51255E-03
3.25131E-01,-2.16685E-03
3.25181E-01,-1.86362E-03
3.25232E-01,-1.53550E-03
3.25282E-01,-1.23960E-03
3.25332E-01,-9.84717E-04
3.25383E-01,-7.54736E-04
3.25433E-01,-5.21826E-04
3.25484E-01,-3.37256E-04
3.25534E-01,-1.30713E-04
3.25584E-01,1.72363E-05
3.25635E-01,1.15381E-04
3.25685E-01,2.41357E-04
3.25736E-01,3.45361E-04
3.25786E-01,4.68408E-04
3.25836E-01,4.27393E-04
3.25887E-01,5.24072E-04
3.25937E-01,5.40186E-04
3.25988E-01,5.88525E-04
3.26038E-01,6.06104E-04
3.26088E-01,6.48584E-04
3.26139E-01,7.15967E-04
3.26189E-01,7.37939E-04
3.26240E-01,8.39014E-04
3.26290E-01,9.50342E-04
3.26340E-01,1.01919E-03
3.26391E-01,1.10708E-03
3.26441E-01,1.27114E-03
3.26492E-01,1.39712E-03
3.26542E-01,1.51724E-03
3.26592E-01,1.67397E-03
3.26643E-01,1.83511E-03
3.26693E-01,1.98159E-03
3.26744E-01,2.07534E-03
3.26794E-01,2.15005E-03
3.26844E-01,2.23940E-03
3.26895E-01,2.27603E-03
3.26945E-01,2.33169E-03
3.26996E-01,2.27017E-03
3.27046E-01,2.21157E-03
3.27096E-01,2.17056E-03
3.27147E-01,2.12368E-03
3.27197E-01,2.00210E-03
3.27248E-01,1.87026E-03
3.27298E-01,1.79995E-03
3.27348E-01,1.68130E-03
3.27399E-01,1.60806E-03
3.27449E-01,1.54214E-03
3.27500E-01,1.43521E-03
3.27550E-01,1.42202E-03
3.27600E-01,1.39272E-03
3.27651E-01,1.39272E-03
3.27701E-01,1.40151E-03
3.27752E-01,1.49380E-03
3.27802E-01,1.52456E-03
3.27852E-01,1.59048E-03
3.27903E-01,1.69302E-03
3.27953E-01,1.72964E-03
3.28004E-01,1.80288E-03
3.28054E-01,1.86001E-03
3.28104E-01,2.01675E-03
3.28155E-01,2.11929E-03
3.28205E-01,2.19692E-03
3.28256E-01,2.28921E-03
3.28306E-01,2.31265E-03
3.28356E-01,2.39614E-03
3.28407E-01,2.45620E-03
3.28457E-01,2.49429E-03
3.28508E-01,2.52505E-03
3.28558E-01,2.50894E-03
3.28608E-01,2.52798E-03
3.28659E-01,2.60269E-03
3.28709E-01,2.60708E-03
3.28760E-01,2.65688E-03
3.28810E-01,2.62612E-03
3.28860E-01,2.57485E-03
3.28911E-01,2.61880E-03
3.28961E-01,2.62173E-03
3.29012E-01,2.63638E-03
3.29062E-01,2.63491E-03
3.29112E-01,2.62466E-03
3.29163E-01,2.61001E-03
3.29213E-01,2.64077E-03
3.29264E-01,2.62759E-03
3.29314E-01,2.60122E-03
3.29364E-01,2.61294E-03
3.29415E-01,2.64370E-03
3.29465E-01,2.61587E-03
3.29516E-01,2.62612E-03
3.29566E-01,2.58950E-03
3.29616E-01,2.52798E-03
3.29667E-01,2.45034E-03
3.29717E-01,2.36831E-03
3.29768E-01,2.32583E-03
3.29818E-01,2.16177E-03
3.29868E-01,1.95083E-03
3.29919E-01,1.76479E-03
3.29969E-01,1.57144E-03
3.30020E-01,1.26235E-03
3.30070E-01,9.89893E-04
3.30120E-01,7.54053E-04
3.30171E-01,4.43506E-04
3.30221E-01,2.20850E-04
3.30272E-01,-6.33301E-05
3.30322E-01,-3.16748E-04
3.30372E-01,-5.92139E-04
3.30423E-01,-7.60596E-04
3.30473E-01,-8.77783E-04
3.30524E-01,-1.03013E-03
3.30574E-01,-1.09751E-03
3.30624E-01,-1.10630E-03
3.30675E-01,-1.11655E-03
3.30725E-01,-1.07993E-03
3.30776E-01,-1.00376E-03
3.30826E-01,-9.29053E-04
3.30876E-01,-7.67920E-04
3.30927E-01,-6.36084E-04
3.30977E-01,-4.93994E-04
3.31028E-01,-2.62549E-04
3.31078E-01,-3.25684E-05
3.31128E-01,9.63379E-05
3.31179E-01,2.13525E-04
3.31229E-01,3.64404E-04
3.31280E-01,5.75342E-04
3.31330E-01,7.45264E-04
3.31380E-01,8.97607E-04
3.31431E-01,9.88428E-04
3.31481E-01,1.10854E-03
3.31532E-01,1.18325E-03
3.31582E-01,1.31802E-03
3.31632E-01,1.40298E-03
3.31683E-01,1.48501E-03
3.31733E-01,1.49673E-03
3.31784E-01,1.53481E-03
3.31834E-01,1.63882E-03
3.31884E-01,1.63589E-03
3.31935E-01,1.62856E-03
3.31985E-01,1.63003E-03
3.32036E-01,1.65054E-03
3.32086E-01,1.65347E-03
3.32136E-01,1.71060E-03
3.32187E-01,1.70620E-03
3.32237E-01,1.67983E-03
3.32288E-01,1.72524E-03
3.32338E-01,1.73257E-03
3.32388E-01,1.79409E-03
3.32439E-01,1.78530E-03
3.32489E-01,1.84683E-03
3.32540E-01,1.92007E-03
3.32590E-01,1.91128E-03
3.32640E-01,1.93765E-03
3.32691E-01,2.00796E-03
3.32741E-01,1.99917E-03
3.32792E-01,2.00649E-03
3.32842E-01,1.97134E-03
3.32892E-01,1.92300E-03
3.32943E-01,1.86440E-03
3.32993E-01,1.80435E-03
3.33044E-01,1.63589E-03
3.33094E-01,1.57583E-03
3.33144E-01,1.42202E-03
3.33195E-01,1.23599E-03
3.33245E-01,1.07632E-03
3.33296E-01,9.59131E-04
3.33346E-01,8.43408E-04
3.33396E-01,6.57373E-04
3.33447E-01,4.90381E-04
3.33497E-01,3.55615E-04
3.33548E-01,2.92627E-04
3.33598E-01,2.60400E-04
3.33648E-01,1.49072E-04
3.33699E-01,1.68115E-04
3.33749E-01,1.46143E-04
3.33800E-01,1.88623E-04
3.33850E-01,2.60400E-04
3.33900E-01,2.72119E-04
3.33951E-01,3.84912E-04
3.34001E-01,4.36182E-04
3.34052E-01,5.51904E-04
3.34102E-01,7.15967E-04
3.34152E-01,8.14111E-04
3.34203E-01,9.13721E-04
3.34253E-01,1.00601E-03
3.34304E-01,1.09243E-03
3.34354E-01,1.24771E-03
3.34404E-01,1.33267E-03
3.34455E-01,1.44692E-03
3.34505E-01,1.52310E-03
3.34556E-01,1.57144E-03
3.34606E-01,1.63442E-03
3.34656E-01,1.75747E-03
3.34707E-01,1.78091E-03
3.34757E-01,1.79263E-03
3.34808E-01,1.83657E-03
3.34858E-01,1.93911E-03
3.34908E-01,1.95815E-03
3.34959E-01,1.92739E-03
3.35009E-01,1.99624E-03
3.35060E-01,1.95083E-03
3.35110E-01,1.99771E-03
3.35160E-01,2.02407E-03
3.35211E-01,2.02993E-03
3.35261E-01,2.01089E-03
3.35312E-01,2.00063E-03
3.35362E-01,2.00796E-03
3.35412E-01,1.97280E-03
3.35463E-01,2.05190E-03
3.35513E-01,2.09292E-03
3.35564E-01,2.10024E-03
3.35614E-01,2.12515E-03
3.35664E-01,2.23208E-03
3.35715E-01,2.25112E-03
3.35765E-01,2.29507E-03
3.35816E-01,2.33462E-03
3.35866E-01,2.37271E-03
3.35916E-01,2.40640E-03
3.35967E-01,2.51479E-03
3.36017E-01,2.50161E-03
3.36068E-01,2.48696E-03
3.36118E-01,2.54263E-03
3.36168E-01,2.50161E-03
3.36219E-01,2.50015E-03
3.36269E-01,2.56753E-03
3.36320E-01,2.48550E-03
3.36370E-01,2.47378E-03
3.36420E-01,2.47378E-03
3.36471E-01,2.45474E-03
3.36521E-01,2.47231E-03
3.36572E-01,2.52651E-03
3.36622E-01,2.49868E-03
3.36672E-01,2.51187E-03
3.36723E-01,2.49282E-03
3.36773E-01,2.52944E-03
3.36824E-01,2.54263E-03
3.36874E-01,2.55728E-03
3.36924E-01,2.61440E-03
3.36975E-01,2.63345E-03
3.37025E-01,2.61001E-03
3.37076E-01,2.62173E-03
3.37126E-01,2.65542E-03
3.37176E-01,2.66421E-03
3.37227E-01,2.64517E-03
3.37277E-01,2.67886E-03
3.37328E-01,2.63638E-03
3.37378E-01,2.60415E-03
3.37428E-01,2.62759E-03
3.37479E-01,2.63784E-03
3.37529E-01,2.54556E-03
3.37580E-01,2.54409E-03
3.37630E-01,2.56313E-03
3.37680E-01,2.51772E-03
3.37731E-01,2.53823E-03
3.37781E-01,2.52651E-03
3.37832E-01,2.55728E-03
3.37882E-01,2.51040E-03
3.37932E-01,2.50894E-03
3.37983E-01,2.56899E-03
3.38033E-01,2.56606E-03
3.38084E-01,2.59097E-03
3.38134E-01,2.58071E-03
3.38184E-01,2.58804E-03
3.38235E-01,2.54556E-03
3.38285E-01,2.58511E-03
3.38336E-01,2.52798E-03
3.38386E-01,2.56753E-03
3.38436E-01,2.57632E-03
3.38487E-01,2.59243E-03
3.38537E-01,2.61733E-03
3.38588E-01,2.56021E-03
3.38638E-01,2.54409E-03
3.38688E-01,2.47817E-03
3.38739E-01,2.43569E-03
3.38789E-01,2.36099E-03
3.38840E-01,2.30386E-03
3.38890E-01,2.20571E-03
3.38940E-01,2.06509E-03
3.38991E-01,1.90688E-03
3.39041E-01,1.69448E-03
3.39092E-01,1.51431E-03
3.39142E-01,1.31069E-03
3.39192E-01,1.03530E-03
3.39243E-01,7.90674E-04
3.39293E-01,5.82666E-04
3.39344E-01,3.98096E-04
3.39394E-01,1.60791E-04
3.39444E-01,-9.13086E-06
3.39495E-01,-2.58154E-04
3.39545E-01,-4.36865E-04
3.39596E-01,-5.18896E-04
3.39646E-01,-6.40479E-04
3.39696E-01,-7.29834E-04
3.39747E-01,-7.28369E-04
3.39797E-01,-7.09326E-04
3.39848E-01,-7.67920E-04
3.39898E-01,-7.44482E-04
3.39948E-01,-6.40479E-04
3.39999E-01,-5.76025E-04
3.40049E-01,-4.86670E-04
3.40100E-01,-3.85596E-04
3.40150E-01,-3.53369E-04
3.40200E-01,-2.42041E-04
3.40251E-01,-1.42432E-04
3.40301E-01,-6.77246E-05
3.40352E-01,5.51758E-06
3.40402E-01,1.35889E-04
3.40452E-01,1.21240E-04
3.40503E-01,2.07666E-04
3.40553E-01,2.38428E-04
3.40604E-01,2.01807E-04
3.40654E-01,2.13525E-04
3.40704E-01,7.58301E-05
3.40755E-01,2.89551E-05
3.40805E-01,-9.26270E-05
3.40856E-01,-2.18604E-04
3.40906E-01,-4.64697E-04
3.40956E-01,-7.09326E-04
3.41007E-01,-9.37842E-04
3.41057E-01,-1.27915E-03
3.41108E-01,-1.67173E-03
3.41158E-01,-2.03501E-03
3.41208E-01,-2.41147E-03
3.41259E-01,-2.79380E-03
3.41309E-01,-3.17466E-03
3.41360E-01,-3.48813E-03
3.41410E-01,-3.87632E-03
3.41460E-01,-4.19858E-03
3.41511E-01,-4.46812E-03
3.41561E-01,-4.70542E-03
3.41612E-01,-4.89292E-03
3.41662E-01,-5.02036E-03
3.41712E-01,-5.04526E-03
3.41763E-01,-5.05405E-03
3.41813E-01,-5.03354E-03
3.41864E-01,-4.91050E-03
3.41914E-01,-4.67466E-03
3.41964E-01,-4.46226E-03
3.42015E-01,-4.18101E-03
3.42065E-01,-3.96274E-03
3.42116E-01,-3.69028E-03
3.42166E-01,-3.35923E-03
3.42216E-01,-3.02524E-03
3.42267E-01,-2.73374E-03
3.42317E-01,-2.47886E-03
3.42368E-01,-2.17563E-03
3.42418E-01,-1.88853E-03
3.42468E-01,-1.69224E-03
3.42519E-01,-1.52085E-03
3.42569E-01,-1.31577E-03
3.42620E-01,-1.14146E-03
3.42670E-01,-9.84717E-04
3.42720E-01,-8.54346E-04
3.42771E-01,-6.52197E-04
3.42821E-01,-5.45264E-04
3.42872E-01,-4.00244E-04
3.42922E-01,-3.53369E-04
3.42972E-01,-2.39111E-04
3.43023E-01,-1.67334E-04
3.43073E-01,-1.05811E-04
3.43124E-01,-3.11035E-05
3.43174E-01,8.44727E-06
3.43224E-01,8.46191E-05
3.43275E-01,2.07666E-04
3.43325E-01,2.85303E-04
3.43376E-01,3.27783E-04
3.43426E-01,4.25928E-04
3.43476E-01,5.24072E-04
3.43527E-01,6.45654E-04
3.43577E-01,7.71631E-04
3.43628E-01,9.12256E-04
3.43678E-01,1.03823E-03
3.43728E-01,1.12759E-03
3.43779E-01,1.26089E-03
3.43829E-01,1.34146E-03
3.43880E-01,1.42642E-03
3.43930E-01,1.52310E-03
3.43980E-01,1.56851E-03
3.44031E-01,1.60806E-03
3.44081E-01,1.61538E-03
3.44132E-01,1.60366E-03
3.44182E-01,1.57583E-03
3.44232E-01,1.57583E-03
3.44283E-01,1.56411E-03
3.44333E-01,1.51138E-03
3.44384E-01,1.45571E-03
3.44434E-01,1.46450E-03
3.44484E-01,1.46597E-03
3.44535E-01,1.46011E-03
3.44585E-01,1.48062E-03
3.44636E-01,1.56265E-03
3.44686E-01,1.59341E-03
3.44736E-01,1.63296E-03
3.44787E-01,1.75015E-03
3.44837E-01,1.82778E-03
3.44888E-01,1.94058E-03
3.44938E-01,2.02847E-03
3.44988E-01,2.08267E-03
3.45039E-01,2.10464E-03
3.45089E-01,2.10024E-03
3.45140E-01,2.15737E-03
3.45190E-01,2.11929E-03
3.45240E-01,2.11929E-03
3.45291E-01,2.07388E-03
3.45341E-01,2.03140E-03
3.45392E-01,1.94497E-03
3.45442E-01,1.90835E-03
3.45492E-01,1.84976E-03
3.45543E-01,1.73403E-03
3.45593E-01,1.64321E-03
3.45644E-01,1.58462E-03
3.45694E-01,1.50112E-03
3.45744E-01,1.43813E-03
3.45795E-01,1.36782E-03
3.45845E-01,1.30337E-03
3.45896E-01,1.23306E-03
3.45946E-01,1.21255E-03
3.45996E-01,1.17739E-03
3.46047E-01,1.21108E-03
3.46097E-01,1.21548E-03
3.46148E-01,1.19058E-03
3.46198E-01,1.16567E-03
3.46248E-01,1.20962E-03
3.46299E-01,1.16860E-03
3.46349E-01,1.18618E-03
3.46400E-01,1.18032E-03
3.46450E-01,1.15396E-03
3.46500E-01,1.12319E-03
3.46551E-01,1.03970E-03
3.46601E-01,9.25439E-04
3.46652E-01,8.33154E-04
3.46702E-01,7.61377E-04
3.46752E-01,5.09424E-04
3.46803E-01,3.18994E-04
3.46853E-01,8.02246E-05
3.46904E-01,-1.86377E-04
3.46954E-01,-4.98389E-04
3.47004E-01,-7.69385E-04
3.47055E-01,-1.12388E-03
3.47105E-01,-1.46226E-03
3.47156E-01,-1.76548E-03
3.47206E-01,-2.16392E-03
3.47256E-01,-2.49204E-03
3.47307E-01,-2.82456E-03
3.47357E-01,-3.13804E-03
3.47408E-01,-3.44419E-03
3.47458E-01,-3.72397E-03
3.47508E-01,-4.02720E-03
3.47559E-01,-4.23813E-03
3.47609E-01,-4.45054E-03
3.47660E-01,-4.67759E-03
3.47710E-01,-4.77280E-03
3.47760E-01,-4.86362E-03
3.47811E-01,-4.93979E-03
3.47861E-01,-4.97642E-03
3.47912E-01,-4.94712E-03
3.47962E-01,-4.90024E-03
3.48012E-01,-4.82993E-03
3.48063E-01,-4.72446E-03
3.48113E-01,-4.60874E-03
3.48164E-01,-4.44907E-03
3.48214E-01,-4.27622E-03
3.48264E-01,-4.12974E-03
3.48315E-01,-3.95835E-03
3.48365E-01,-3.70933E-03
3.48416E-01,-3.51597E-03
3.48466E-01,-3.30796E-03
3.48516E-01,-3.11460E-03
3.48567E-01,-2.94761E-03
3.48617E-01,-2.79673E-03
3.48668E-01,-2.62534E-03
3.48718E-01,-2.42466E-03
3.48768E-01,-2.23569E-03
3.48819E-01,-2.11851E-03
3.48869E-01,-2.04819E-03
3.48920E-01,-2.01890E-03
3.48970E-01,-1.97495E-03
3.49020E-01,-1.88999E-03
3.49071E-01,-1.93540E-03
3.49121E-01,-1.88267E-03
3.49172E-01,-1.93833E-03
3.49222E-01,-1.96909E-03
3.49272E-01,-2.02329E-03
3.49323E-01,-2.08042E-03
3.49373E-01,-2.13462E-03
3.49424E-01,-2.16099E-03
3.49474E-01,-2.21958E-03
3.49524E-01,-2.18442E-03
3.49575E-01,-2.16245E-03
3.49625E-01,-2.12437E-03
3.49676E-01,-2.02769E-03
3.49726E-01,-1.93833E-03
3.49776E-01,-1.80942E-03
3.49827E-01,-1.66294E-03
3.49877E-01,-1.40366E-03
3.49928E-01,-1.27769E-03
3.49978E-01,-1.02866E-03
3.50028E-01,-7.50342E-04
3.50079E-01,-5.32080E-04
3.50129E-01,-2.65479E-04
3.50180E-01,-8.67676E-05
3.50230E-01,1.31494E-04
3.50280E-01,3.89307E-04
3.50331E-01,5.88525E-04
3.50381E-01,7.78955E-04
3.50432E-01,9.38623E-04
3.50482E-01,1.13491E-03
3.50532E-01,1.25063E-03
3.50583E-01,1.32974E-03
3.50633E-01,1.45278E-03
3.50684E-01,1.57876E-03
3.50734E-01,1.67690E-03
3.50784E-01,1.73696E-03
3.50835E-01,1.79556E-03
3.50885E-01,1.85708E-03
3.50936E-01,1.81460E-03
3.50986E-01,1.80581E-03
3.51036E-01,1.80874E-03
3.51087E-01,1.78384E-03
3.51137E-01,1.74136E-03
3.51188E-01,1.65347E-03
3.51238E-01,1.55532E-03
3.51288E-01,1.44253E-03
3.51339E-01,1.32534E-03
3.51389E-01,1.19351E-03
3.51440E-01,1.08364E-03
3.51490E-01,9.10791E-04
3.51540E-01,7.93604E-04
3.51591E-01,6.93994E-04
3.51641E-01,5.32861E-04
3.51692E-01,4.43506E-04
3.51742E-01,3.65869E-04
3.51792E-01,2.92627E-04
3.51843E-01,2.57471E-04
3.51893E-01,2.47217E-04
3.51944E-01,2.14990E-04
3.51994E-01,2.29639E-04
3.52044E-01,2.26709E-04
3.52095E-01,2.88232E-04
3.52145E-01,3.74658E-04
3.52196E-01,4.25928E-04
3.52246E-01,5.21143E-04
3.52296E-01,6.03174E-04
3.52347E-01,6.36865E-04
3.52397E-01,7.42334E-04
3.52448E-01,8.05322E-04
3.52498E-01,8.52197E-04
3.52548E-01,9.06396E-04
3.52599E-01,9.21045E-04
3.52649E-01,9.00537E-04
3.52700E-01,8.60986E-04
3.52750E-01,8.18506E-04
3.52800E-01,7.56982E-04
3.52851E-01,6.64697E-04
3.52901E-01,5.79736E-04
3.52952E-01,3.96631E-04
3.53002E-01,2.20850E-04
3.53052E-01,-2.37793E-05
3.53103E-01,-2.62549E-04
3.53153E-01,-5.77490E-04
3.53204E-01,-9.29053E-04
3.53254E-01,-1.24546E-03
3.53304E-01,-1.61460E-03
3.53355E-01,-1.99546E-03
3.53405E-01,-2.42319E-03
3.53456E-01,-2.84946E-03
3.53506E-01,-3.17466E-03
3.53556E-01,-3.64780E-03
3.53607E-01,-4.03892E-03
3.53657E-01,-4.43149E-03
3.53708E-01,-4.77427E-03
3.53758E-01,-5.06870E-03
3.53808E-01,-5.38218E-03
3.53859E-01,-5.63853E-03
3.53909E-01,-5.85239E-03
3.53960E-01,-6.02964E-03
3.54010E-01,-6.17026E-03
3.54060E-01,-6.28159E-03
3.54111E-01,-6.38706E-03
3.54161E-01,-6.33726E-03
3.54212E-01,-6.34019E-03
3.54262E-01,-6.29917E-03
3.54312E-01,-6.23179E-03
3.54363E-01,-6.08970E-03
3.54413E-01,-5.99155E-03
3.54464E-01,-5.81138E-03
3.54514E-01,-5.66343E-03
3.54564E-01,-5.48618E-03
3.54615E-01,-5.38511E-03
3.54665E-01,-5.22837E-03
3.54716E-01,-5.05991E-03
3.54766E-01,-4.97935E-03
3.54816E-01,-4.95151E-03
3.54867E-01,-4.96177E-03
3.54917E-01,-4.90171E-03
3.54968E-01,-4.92075E-03
3.55018E-01,-4.98521E-03
3.55068E-01,-5.13315E-03
3.55119E-01,-5.25620E-03
3.55169E-01,-5.38657E-03
3.55220E-01,-5.53892E-03
3.55270E-01,-5.72788E-03
3.55320E-01,-5.91978E-03
3.55371E-01,-6.09702E-03
3.55421E-01,-6.28306E-03
3.55472E-01,-6.46030E-03
3.55522E-01,-6.56724E-03
3.55572E-01,-6.66685E-03
3.55623E-01,-6.72690E-03
3.55673E-01,-6.81040E-03
3.55724E-01,-6.82505E-03
3.55774E-01,-6.73862E-03
3.55824E-01,-6.67124E-03
3.55875E-01,-6.55405E-03
3.55925E-01,-6.35630E-03
3.55976E-01,-6.13950E-03
3.56026E-01,-5.81284E-03
3.56076E-01,-5.45249E-03
3.56127E-01,-5.12144E-03
3.56177E-01,-4.75669E-03
3.56228E-01,-4.34214E-03
3.56278E-01,-3.89683E-03
3.56328E-01,-3.48813E-03
3.56379E-01,-3.09849E-03
3.56429E-01,-2.73228E-03
3.56480E-01,-2.30894E-03
3.56530E-01,-1.90171E-03
3.56580E-01,-1.51206E-03
3.56631E-01,-1.19858E-03
3.56681E-01,-9.07080E-04
3.56732E-01,-5.97998E-04
3.56782E-01,-3.19678E-04
3.56832E-01,-5.30762E-05
3.56883E-01,9.92676E-05
3.56933E-01,2.91162E-04
3.56984E-01,4.37646E-04
3.57034E-01,5.31396E-04
3.57084E-01,5.84131E-04
3.57135E-01,6.55908E-04
3.57185E-01,7.07178E-04
3.57236E-01,7.24756E-04
3.57286E-01,6.95459E-04
3.57336E-01,6.55908E-04
3.57387E-01,5.60693E-04
3.57437E-01,5.05029E-04
3.57488E-01,4.33252E-04
3.57538E-01,3.49756E-04
3.57588E-01,3.13135E-04
3.57639E-01,2.51611E-04
3.57689E-01,2.01807E-04
3.57740E-01,1.72510E-04
3.57790E-01,1.43213E-04
3.57840E-01,1.49072E-04
3.57891E-01,1.47607E-04
3.57941E-01,1.90088E-04
3.57992E-01,2.35498E-04
3.58042E-01,3.52686E-04
3.58092E-01,4.44971E-04
3.58143E-01,4.94775E-04
3.58193E-01,6.04639E-04
3.58244E-01,6.69092E-04
3.58294E-01,7.46729E-04
3.58344E-01,8.33154E-04
3.58395E-01,9.54736E-04
3.58445E-01,1.04995E-03
3.58496E-01,1.12173E-03
3.58546E-01,1.15396E-03
3.58596E-01,1.18325E-03
3.58647E-01,1.24331E-03
3.58697E-01,1.19351E-03
3.58748E-01,1.18179E-03
3.58798E-01,1.09097E-03
3.58848E-01,1.03091E-03
3.58899E-01,9.25439E-04
3.58949E-01,7.21826E-04
3.59000E-01,5.13818E-04
3.59050E-01,2.29639E-04
3.59100E-01,-7.21191E-05
3.59151E-01,-3.91455E-04
3.59201E-01,-8.45557E-04
3.59252E-01,-1.29966E-03
3.59302E-01,-1.81089E-03
3.59352E-01,-2.29868E-03
3.59403E-01,-2.87876E-03
3.59453E-01,-3.47349E-03
3.59504E-01,-4.04478E-03
3.59554E-01,-4.64390E-03
3.59604E-01,-5.19175E-03
3.59655E-01,-5.77329E-03
3.59705E-01,-6.28892E-03
3.59756E-01,-6.72251E-03
3.59806E-01,-7.18540E-03
3.59856E-01,-7.62925E-03
3.59907E-01,-7.98960E-03
3.59957E-01,-8.31187E-03
3.60008E-01,-8.59604E-03
3.60058E-01,-8.81577E-03
3.60108E-01,-8.97983E-03
3.60159E-01,-9.13511E-03
3.60209E-01,-9.19663E-03
3.60260E-01,-9.25962E-03
3.60310E-01,-9.28306E-03
3.60360E-01,-9.23325E-03
3.60411E-01,-9.25376E-03
3.60461E-01,-9.18931E-03
